id,text,loc,sentiment,aspects,conf,time
1737,The yatayat is very good.,Salt Lake,Positive,Transit,98.5%,06:55 PM
1738,The bhir is very good. . The rasta is very good.,Kestopur,Positive,"Transit,Roads",94.2%,06:55 PM
1739,The metro is very good.,Lake Town,Positive,Transit,94.7%,06:55 PM
1740,The sarak is extremely bad.,Salt Lake,Negative,Roads,94.1%,06:55 PM
1741,The sewage is extremely bad.,Lake Town,Negative,Hygiene,94.3%,06:55 PM
1742,The phari is very good.,Newtown,Positive,Safety,98.8%,06:55 PM
1743,The cctv is very good.,Sector V,Positive,Safety,96.1%,06:55 PM
1744,The gaadi is extremely bad.,Behala,Negative,Transit,99.0%,06:55 PM
1745,The porishkar is extremely bad.,Kestopur,Negative,Hygiene,95.2%,06:55 PM
1746,The patrol is very good.,Dum Dum,Positive,Safety,96.0%,06:55 PM
1747,The kaada is extremely bad. . The smell is extremely bad.,Behala,Negative,"Roads,Hygiene",96.2%,06:55 PM
1748,The pul is very good. . The theft is very good.,Garia,Positive,"Roads,Safety",94.8%,06:55 PM
1749,The aborjna is extremely bad.,Sector V,Negative,Hygiene,98.1%,06:55 PM
1750,The khof is very good.,Garia,Positive,Safety,96.8%,06:55 PM
1751,The goli is very good.,Dum Dum,Positive,Roads,99.7%,06:55 PM
1752,The sarak is extremely bad. . The raksha is extremely bad. . The toto is extremely bad.,Kestopur,Negative,"Roads,Safety,Transit",95.7%,06:55 PM
1753,The police is very good.,Dum Dum,Positive,Safety,98.5%,06:55 PM
1754,The ondhokar is extremely bad.,Garia,Negative,Safety,99.4%,06:55 PM
1755,The gorto is very good. . The raksha is very good. . The sewage is very good.,Lake Town,Positive,"Roads,Safety,Hygiene",95.1%,06:55 PM
1756,The khana khondko is extremely bad. . The stench is extremely bad.,Salt Lake,Negative,"Roads,Hygiene",98.1%,06:55 PM
1757,The kachra is very good.,Salt Lake,Positive,Hygiene,94.9%,06:55 PM
1758,The suraksha is very good.,Sector V,Positive,Safety,95.9%,06:55 PM
1759,The pavement is extremely bad. . The bhid is extremely bad. . The naali is extremely bad.,Lake Town,Negative,"Roads,Transit,Hygiene",96.7%,06:55 PM
1760,The yatayat is very good.,Kestopur,Positive,Transit,95.1%,06:55 PM
1761,The dustbin is very good.,Garia,Positive,Hygiene,94.0%,06:55 PM
1762,The sawari is extremely bad.,Dum Dum,Negative,Transit,97.1%,06:55 PM
1763,The nikashi is very good. . The churi is very good. . The flyover is very good.,Tollygunge,Positive,"Hygiene,Safety,Roads",94.1%,06:55 PM
1764,The naali is extremely bad.,Dum Dum,Negative,Hygiene,96.5%,06:55 PM
1765,The bus is very good. . The swachh is very good.,Newtown,Positive,"Transit,Hygiene",96.0%,06:55 PM
1766,The police is extremely bad. . The badbu is extremely bad.,Behala,Negative,"Safety,Hygiene",96.4%,06:55 PM
1767,The path is very good.,Behala,Positive,Roads,98.2%,06:55 PM
1768,The metro is very good. . The chori is very good.,Lake Town,Positive,"Transit,Safety",97.5%,06:55 PM
1769,The bridge is extremely bad.,Lake Town,Negative,Roads,95.9%,06:55 PM
1770,The sanitation is very good.,Kestopur,Positive,Hygiene,98.1%,06:55 PM
1771,The protection is very good.,Behala,Positive,Safety,94.3%,06:55 PM
1772,The rasta is extremely bad.,Salt Lake,Negative,Roads,97.0%,06:55 PM
1773,The commute is extremely bad. . The garbage is extremely bad.,Garia,Negative,"Transit,Hygiene",99.6%,06:55 PM
1774,The surface is extremely bad. . The police is extremely bad.,Sector V,Negative,"Roads,Safety",94.3%,06:55 PM
1775,The nordoma is extremely bad.,Tollygunge,Negative,Hygiene,99.4%,06:55 PM
1776,The congestion is extremely bad.,Behala,Negative,Transit,97.4%,06:55 PM
1777,The toto is extremely bad.,Kestopur,Negative,Transit,95.1%,06:55 PM
1778,The rasta is very good. . The kudedan is very good. . The police is very good.,Tollygunge,Positive,"Roads,Hygiene,Safety",95.4%,06:55 PM
1779,The raasta is extremely bad.,Dum Dum,Negative,Roads,94.4%,06:55 PM
1780,The suraksha is extremely bad. . The dustbin is extremely bad.,Lake Town,Negative,"Safety,Hygiene",98.3%,06:55 PM
1781,The dustbin is extremely bad.,Kestopur,Negative,Hygiene,94.6%,06:55 PM
1782,The kachra is very good. . The kaada is very good.,Tollygunge,Positive,"Hygiene,Roads",97.9%,06:55 PM
1783,The safe is very good.,Garia,Positive,Safety,95.6%,06:55 PM
1784,The crime is extremely bad.,Behala,Negative,Safety,97.6%,06:55 PM
1785,The naali is extremely bad.,Lake Town,Negative,Hygiene,94.2%,06:55 PM
1786,The nirapotta is extremely bad.,Kestopur,Negative,Safety,96.7%,06:55 PM
1787,The pothole is very good.,Newtown,Positive,Roads,97.5%,06:55 PM
1788,The khana khondko is very good.,Lake Town,Positive,Roads,96.7%,06:55 PM
1789,The rasta is very good. . The bhid is very good.,Behala,Positive,"Roads,Transit",96.6%,06:55 PM
1790,The pul is very good.,Lake Town,Positive,Roads,94.6%,06:55 PM
1791,The manush is extremely bad. . The protection is extremely bad. . The rickshaw is extremely bad.,Garia,Negative,"Roads,Safety,Transit",96.9%,06:55 PM
1792,The moila is extremely bad.,Garia,Negative,Hygiene,94.0%,06:55 PM
1793,The bus is extremely bad.,Salt Lake,Negative,Transit,95.3%,06:55 PM
1794,The badbu is extremely bad. . The metro is extremely bad. . The cctv is extremely bad.,Newtown,Negative,"Hygiene,Transit,Safety",95.5%,06:55 PM
1795,The suraksha is very good. . The paribahan is very good. . The safai is very good.,Lake Town,Positive,"Safety,Transit,Hygiene",97.8%,06:55 PM
1796,The divider is very good.,Garia,Positive,Roads,99.8%,06:55 PM
1797,The bhoy is extremely bad. . The cleanliness is extremely bad. . The commute is extremely bad.,Behala,Negative,"Safety,Hygiene,Transit",99.9%,06:55 PM
1798,The sawari is very good.,Jadavpur,Positive,Transit,99.2%,06:55 PM
1799,The sanitation is very good. . The flyover is very good. . The chori is very good.,Salt Lake,Positive,"Hygiene,Roads,Safety",95.4%,06:55 PM
1800,The nikashi is very good.,Behala,Positive,Hygiene,98.8%,06:55 PM
1801,The andhera is very good.,Garia,Positive,Safety,96.7%,06:55 PM
1802,The nirapotta is very good.,Dum Dum,Positive,Safety,94.7%,06:55 PM
1803,The nikashi is very good. . The ondhokar is very good.,Salt Lake,Positive,"Hygiene,Safety",94.5%,06:55 PM
1804,The metro is extremely bad.,Sector V,Negative,Transit,95.6%,06:55 PM
1805,The khof is very good. . The ganda is very good. . The kaada is very good.,Kestopur,Positive,"Safety,Hygiene,Roads",95.7%,06:55 PM
1806,The divider is extremely bad.,Behala,Negative,Roads,96.2%,06:55 PM
1807,The ganda is very good. . The raston is very good. . The metro is very good.,Kestopur,Positive,"Hygiene,Roads,Transit",94.8%,06:55 PM
1808,The lane is very good.,Kestopur,Positive,Roads,98.8%,06:55 PM
1809,The shuttle is very good.,Garia,Positive,Transit,94.3%,06:55 PM
1810,The dark is extremely bad.,Newtown,Negative,Safety,96.5%,06:55 PM
1811,The ganda is very good.,Behala,Positive,Hygiene,96.1%,06:55 PM
1812,The raasta is extremely bad. . The moila is extremely bad.,Tollygunge,Negative,"Roads,Hygiene",94.3%,06:55 PM
1813,The protection is extremely bad.,Lake Town,Negative,Safety,96.9%,06:55 PM
1814,The road is extremely bad.,Sector V,Negative,Roads,99.0%,06:55 PM
1815,The pavement is extremely bad.,Salt Lake,Negative,Roads,99.6%,06:55 PM
1816,The lighting is extremely bad.,Salt Lake,Negative,Safety,97.8%,06:55 PM
1817,The pul is extremely bad. . The cctv is extremely bad. . The kudedan is extremely bad.,Kestopur,Negative,"Roads,Safety,Hygiene",98.1%,06:55 PM
1818,The dustbin is very good. . The divider is very good.,Salt Lake,Positive,"Hygiene,Roads",98.4%,06:55 PM
1819,The flyover is extremely bad. . The secure is extremely bad.,Jadavpur,Negative,"Roads,Safety",98.7%,06:55 PM
1820,The bhoy is extremely bad. . The congestion is extremely bad.,Jadavpur,Negative,"Safety,Transit",96.7%,06:55 PM
1821,The raasta is very good.,Sector V,Positive,Roads,97.6%,06:55 PM
1822,The nikashi is extremely bad.,Jadavpur,Negative,Hygiene,96.0%,06:55 PM
1823,The theft is extremely bad.,Sector V,Negative,Safety,99.7%,06:55 PM
1824,The highway is very good. . The nordoma is very good.,Sector V,Positive,"Roads,Hygiene",96.5%,06:55 PM
1825,The gaadi is very good.,Garia,Positive,Transit,94.5%,06:55 PM
1826,The churi is very good.,Jadavpur,Positive,Safety,97.0%,06:55 PM
1827,The swachh is very good.,Jadavpur,Positive,Hygiene,94.8%,06:55 PM
1828,The chori is extremely bad.,Newtown,Negative,Safety,94.8%,06:55 PM
1829,The bus is extremely bad.,Kestopur,Negative,Transit,94.3%,06:55 PM
1830,The naala is extremely bad.,Kestopur,Negative,Hygiene,96.8%,06:55 PM
1831,The marg is extremely bad. . The raksha is extremely bad.,Sector V,Negative,"Roads,Safety",98.6%,06:55 PM
1832,The ganda is very good.,Dum Dum,Positive,Hygiene,94.3%,06:55 PM
1833,The nirapotta is very good.,Kestopur,Positive,Safety,95.2%,06:55 PM
1834,The lighting is extremely bad.,Tollygunge,Negative,Safety,97.4%,06:55 PM
1835,The paribahan is very good.,Jadavpur,Positive,Transit,97.6%,06:55 PM
1836,The sarak is extremely bad. . The bhid is extremely bad.,Dum Dum,Negative,"Roads,Transit",98.4%,06:55 PM
1837,The litter is very good. . The auto is very good.,Lake Town,Positive,"Hygiene,Transit",94.9%,06:55 PM
1838,The secure is extremely bad.,Newtown,Negative,Safety,95.3%,06:55 PM
1839,The chori is extremely bad.,Sector V,Negative,Safety,94.5%,06:55 PM
1840,The raksha is extremely bad. . The kudedan is extremely bad.,Jadavpur,Negative,"Safety,Hygiene",94.2%,06:55 PM
1841,The bus is extremely bad.,Newtown,Negative,Transit,94.2%,06:55 PM
1842,The pavement is very good.,Salt Lake,Positive,Roads,94.7%,06:55 PM
1843,The churi is extremely bad. . The kachra is extremely bad.,Garia,Negative,"Safety,Hygiene",95.9%,06:55 PM
1844,The unnoto is extremely bad.,Newtown,Negative,Roads,97.1%,06:55 PM
1845,The kaada is very good. . The auto is very good.,Newtown,Positive,"Roads,Transit",98.2%,06:55 PM
1846,The dar is extremely bad. . The flyover is extremely bad.,Dum Dum,Negative,"Safety,Roads",96.3%,06:55 PM
1847,The metro is very good. . The manush is very good.,Salt Lake,Positive,"Transit,Roads",94.9%,06:55 PM
1848,The nikashi is extremely bad.,Sector V,Negative,Hygiene,95.1%,06:55 PM
1849,The rickshaw is very good.,Kestopur,Positive,Transit,96.0%,06:55 PM
1850,The bhir is extremely bad.,Jadavpur,Negative,Transit,99.4%,06:55 PM
1851,The nirapotta is extremely bad. . The auto is extremely bad.,Newtown,Negative,"Safety,Transit",96.6%,06:55 PM
1852,The rickshaw is extremely bad.,Newtown,Negative,Transit,97.6%,06:55 PM
1853,The traffic is extremely bad.,Lake Town,Negative,Transit,95.0%,06:55 PM
1854,The bridge is extremely bad.,Dum Dum,Negative,Roads,99.2%,06:55 PM
1855,The porishkar is extremely bad.,Behala,Negative,Hygiene,98.2%,06:55 PM
1856,The andhera is extremely bad.,Sector V,Negative,Safety,99.3%,06:55 PM
1857,The auto is extremely bad.,Dum Dum,Negative,Transit,98.1%,06:55 PM
1858,The surface is extremely bad. . The patrol is extremely bad.,Lake Town,Negative,"Roads,Safety",94.9%,06:55 PM
1859,The sadak is extremely bad.,Sector V,Negative,Roads,94.5%,06:55 PM
1860,The auto is very good.,Newtown,Positive,Transit,97.6%,06:55 PM
1861,The cctv is very good.,Garia,Positive,Safety,97.1%,06:55 PM
1862,The pul is extremely bad.,Garia,Negative,Roads,95.8%,06:55 PM
1863,The traffic is very good.,Newtown,Positive,Transit,98.0%,06:55 PM
1864,The alo is very good.,Behala,Positive,Safety,94.1%,06:55 PM
1865,The lane is extremely bad.,Tollygunge,Negative,Roads,98.7%,06:55 PM
1866,The sarak is very good. . The yatayat is very good. . The dustbin is very good.,Salt Lake,Positive,"Roads,Transit,Hygiene",96.6%,06:55 PM
1867,The safe is extremely bad. . The toto is extremely bad.,Dum Dum,Negative,"Safety,Transit",99.1%,06:55 PM
1868,The bus is extremely bad.,Kestopur,Negative,Transit,99.0%,06:55 PM
1869,The protection is very good. . The swachh is very good.,Jadavpur,Positive,"Safety,Hygiene",95.8%,06:55 PM
1870,The secure is extremely bad.,Behala,Negative,Safety,99.7%,06:55 PM
1871,The rickshaw is very good.,Tollygunge,Positive,Transit,96.5%,06:55 PM
1872,The dakat is very good.,Jadavpur,Positive,Safety,96.2%,06:55 PM
1873,The alo is extremely bad.,Dum Dum,Negative,Safety,97.4%,06:55 PM
1874,The khana khondko is extremely bad. . The nongra is extremely bad. . The bus is extremely bad.,Tollygunge,Negative,"Roads,Hygiene,Transit",99.3%,06:55 PM
1875,The congestion is very good. . The nongra is very good.,Kestopur,Positive,"Transit,Hygiene",97.4%,06:55 PM
1876,The flyover is extremely bad. . The waste is extremely bad.,Dum Dum,Negative,"Roads,Hygiene",98.0%,06:55 PM
1877,The bus is extremely bad. . The light is extremely bad.,Kestopur,Negative,"Transit,Safety",99.7%,06:55 PM
1878,The gully is extremely bad.,Newtown,Negative,Roads,99.0%,06:55 PM
1879,The rickshaw is very good.,Newtown,Positive,Transit,95.5%,06:55 PM
1880,The sewage is extremely bad. . The kaada is extremely bad.,Tollygunge,Negative,"Hygiene,Roads",97.9%,06:55 PM
1881,The traffic is very good. . The stench is very good.,Jadavpur,Positive,"Transit,Hygiene",96.2%,06:55 PM
1882,The pavement is extremely bad.,Lake Town,Negative,Roads,94.7%,06:55 PM
1883,The path is very good.,Sector V,Positive,Roads,99.1%,06:55 PM
1884,The bhir is very good.,Dum Dum,Positive,Transit,99.5%,06:55 PM
1885,The garbage is extremely bad.,Kestopur,Negative,Hygiene,99.0%,06:55 PM
1886,The traffic is very good.,Garia,Positive,Transit,98.5%,06:55 PM
1887,The suraksha is very good.,Newtown,Positive,Safety,94.5%,06:55 PM
1888,The raasta is very good.,Tollygunge,Positive,Roads,94.5%,06:55 PM
1889,The pothole is extremely bad. . The ganda is extremely bad.,Dum Dum,Negative,"Roads,Hygiene",99.3%,06:55 PM
1890,The litter is very good.,Salt Lake,Positive,Hygiene,99.4%,06:55 PM
1891,The kudedan is extremely bad. . The bhid is extremely bad. . The police is extremely bad.,Tollygunge,Negative,"Hygiene,Transit,Safety",97.5%,06:55 PM
1892,The andhera is extremely bad. . The dustbin is extremely bad.,Lake Town,Negative,"Safety,Hygiene",94.1%,06:55 PM
1893,The drain is extremely bad. . The flyover is extremely bad.,Garia,Negative,"Hygiene,Roads",94.4%,06:55 PM
1894,The police is extremely bad.,Salt Lake,Negative,Safety,98.6%,06:55 PM
1895,The rickshaw is very good.,Behala,Positive,Transit,99.2%,06:55 PM
1896,The manush is extremely bad.,Garia,Negative,Roads,98.0%,06:55 PM
1897,The janbahon is very good.,Salt Lake,Positive,Transit,95.7%,06:55 PM
1898,The divider is extremely bad. . The bus is extremely bad.,Sector V,Negative,"Roads,Transit",96.6%,06:55 PM
1899,The gandagi is very good. . The sarak is very good.,Newtown,Positive,"Hygiene,Roads",98.9%,06:55 PM
1900,The bhid is very good. . The gully is very good.,Newtown,Positive,"Transit,Roads",95.3%,06:55 PM
1901,The goli is extremely bad. . The congestion is extremely bad.,Tollygunge,Negative,"Roads,Transit",94.9%,06:55 PM
1902,The goli is extremely bad. . The badhu is extremely bad.,Kestopur,Negative,"Roads,Hygiene",99.4%,06:55 PM
1903,The congestion is extremely bad.,Sector V,Negative,Transit,95.2%,06:55 PM
1904,The kachra is extremely bad. . The commute is extremely bad. . The pothole is extremely bad.,Kestopur,Negative,"Hygiene,Transit,Roads",95.0%,06:55 PM
1905,The pul is very good.,Behala,Positive,Roads,98.9%,06:55 PM
1906,The safe is extremely bad. . The smell is extremely bad. . The sadak is extremely bad.,Dum Dum,Negative,"Safety,Hygiene,Roads",97.5%,06:55 PM
1907,The alo is very good.,Sector V,Positive,Safety,99.3%,06:55 PM
1908,The bhid is extremely bad.,Garia,Negative,Transit,95.3%,06:55 PM
1909,The dustbin is very good.,Garia,Positive,Hygiene,95.2%,06:55 PM
1910,The kachra is extremely bad. . The safe is extremely bad.,Kestopur,Negative,"Hygiene,Safety",96.5%,06:55 PM
1911,The swachh is extremely bad. . The chori is extremely bad.,Jadavpur,Negative,"Hygiene,Safety",95.8%,06:55 PM
1912,The manush is extremely bad.,Kestopur,Negative,Roads,95.7%,06:55 PM
1913,The marg is extremely bad.,Jadavpur,Negative,Roads,98.8%,06:55 PM
1914,The bus is very good.,Tollygunge,Positive,Transit,98.3%,06:55 PM
1915,The nikashi is extremely bad.,Behala,Negative,Hygiene,98.5%,06:55 PM
1916,The dar is extremely bad. . The auto is extremely bad. . The nikashi is extremely bad.,Garia,Negative,"Safety,Transit,Hygiene",99.0%,06:55 PM
1917,The ganda is very good. . The safety is very good. . The marg is very good.,Dum Dum,Positive,"Hygiene,Safety,Roads",97.0%,06:55 PM
1918,The bhid is very good.,Jadavpur,Positive,Transit,95.6%,06:55 PM
1919,The cctv is extremely bad. . The bhir is extremely bad. . The badbu is extremely bad.,Salt Lake,Negative,"Safety,Transit,Hygiene",94.6%,06:55 PM
1920,The lighting is very good.,Tollygunge,Positive,Safety,98.3%,06:55 PM
1921,The traffic is very good.,Salt Lake,Positive,Transit,97.6%,06:55 PM
1922,The naala is very good.,Garia,Positive,Hygiene,95.7%,06:55 PM
1923,The phari is extremely bad. . The surface is extremely bad. . The paribahan is extremely bad.,Kestopur,Negative,"Safety,Roads,Transit",97.0%,06:55 PM
1924,The andhera is extremely bad.,Behala,Negative,Safety,94.5%,06:55 PM
1925,The metro is extremely bad. . The light is extremely bad.,Tollygunge,Negative,"Transit,Safety",95.0%,06:55 PM
1926,The bus is very good. . The kudedan is very good.,Kestopur,Positive,"Transit,Hygiene",97.6%,06:55 PM
1927,The transport is very good. . The rasta is very good. . The chori is very good.,Dum Dum,Positive,"Transit,Roads,Safety",95.0%,06:55 PM
1928,The surface is very good.,Sector V,Positive,Roads,95.5%,06:55 PM
1929,The raston is extremely bad.,Tollygunge,Negative,Roads,95.1%,06:55 PM
1930,The gully is extremely bad.,Newtown,Negative,Roads,94.6%,06:55 PM
1931,The protection is extremely bad. . The drain is extremely bad.,Garia,Negative,"Safety,Hygiene",98.6%,06:55 PM
1932,The metro is very good. . The naala is very good.,Lake Town,Positive,"Transit,Hygiene",97.1%,06:55 PM
1933,The transport is extremely bad. . The khof is extremely bad.,Tollygunge,Negative,"Transit,Safety",96.3%,06:55 PM
1934,The safe is very good.,Newtown,Positive,Safety,98.4%,06:55 PM
1935,The lighting is very good.,Lake Town,Positive,Safety,94.6%,06:55 PM
1936,The trash is very good.,Garia,Positive,Hygiene,95.0%,06:55 PM
1937,The badbu is extremely bad.,Lake Town,Negative,Hygiene,96.4%,06:55 PM
1938,The manush is extremely bad.,Kestopur,Negative,Roads,99.4%,06:55 PM
1939,The flyover is extremely bad.,Lake Town,Negative,Roads,95.8%,06:55 PM
