id,text,loc,sentiment,aspects,conf,time,cleaned_text
1035,The traffic is very good. . The swachh is very good.,Kestopur,Positive,"Transit,Hygiene",96.7%,06:55 PM,the traffic is very good. . the swachh is very good.
1036,The sarak is very good.,Behala,Positive,Roads,95.5%,06:55 PM,the sarak is very good.
1037,The bridge is extremely bad.,Lake Town,Negative,Roads,96.7%,06:55 PM,the bridge is extremely bad.
1038,The alo is extremely bad. . The divider is extremely bad.,Sector V,Negative,"Safety,Roads",99.0%,06:55 PM,the alo is extremely bad. . the divider is extremely bad.
1039,The gandagi is extremely bad.,Sector V,Negative,Hygiene,99.5%,06:55 PM,the gandagi is extremely bad.
1040,The andhera is very good. . The aborjna is very good. . The metro is very good.,Sector V,Positive,"Safety,Hygiene,Transit",96.7%,06:55 PM,the andhera is very good. . the aborjna is very good. . the metro is very good.
1041,The andhera is very good. . The naali is very good. . The marg is very good.,Tollygunge,Positive,"Safety,Hygiene,Roads",95.1%,06:55 PM,the andhera is very good. . the naali is very good. . the marg is very good.
1042,The asphalt is very good.,Kestopur,Positive,Roads,95.8%,06:55 PM,the asphalt is very good.
1043,The safe is extremely bad. . The metro is extremely bad.,Jadavpur,Negative,"Safety,Transit",95.6%,06:55 PM,the safe is extremely bad. . the metro is extremely bad.
1044,The chori is extremely bad.,Behala,Negative,Safety,99.4%,06:55 PM,the chori is extremely bad.
1045,The divider is very good. . The patrol is very good.,Behala,Positive,"Roads,Safety",96.3%,06:55 PM,the divider is very good. . the patrol is very good.
1046,The path is very good.,Behala,Positive,Roads,97.8%,06:55 PM,the path is very good.
1047,The phari is extremely bad. . The traffic is extremely bad.,Dum Dum,Negative,"Safety,Transit",97.2%,06:55 PM,the phari is extremely bad. . the traffic is extremely bad.
1048,The cleanliness is very good.,Lake Town,Positive,Hygiene,97.3%,06:55 PM,the cleanliness is very good.
1049,The sadak is very good.,Jadavpur,Positive,Roads,94.3%,06:55 PM,the sadak is very good.
1050,The traffic is very good. . The phari is very good.,Dum Dum,Positive,"Transit,Safety",94.9%,06:55 PM,the traffic is very good. . the phari is very good.
1051,The dustbin is very good. . The auto is very good.,Jadavpur,Positive,"Hygiene,Transit",97.0%,06:55 PM,the dustbin is very good. . the auto is very good.
1052,The cleanliness is extremely bad.,Dum Dum,Negative,Hygiene,95.5%,06:55 PM,the cleanliness is extremely bad.
1053,The pothole is very good. . The auto is very good.,Lake Town,Positive,"Roads,Transit",98.8%,06:55 PM,the pothole is very good. . the auto is very good.
1054,The toto is very good.,Newtown,Positive,Transit,98.4%,06:55 PM,the toto is very good.
1055,The nongra is very good. . The cctv is very good.,Salt Lake,Positive,"Hygiene,Safety",97.7%,06:55 PM,the nongra is very good. . the cctv is very good.
1056,The auto is extremely bad.,Behala,Negative,Transit,96.4%,06:55 PM,the auto is extremely bad.
1057,The garbage is extremely bad.,Sector V,Negative,Hygiene,97.9%,06:55 PM,the garbage is extremely bad.
1058,The stench is very good.,Behala,Positive,Hygiene,95.4%,06:55 PM,the stench is very good.
1059,The bhir is very good.,Salt Lake,Positive,Transit,99.6%,06:55 PM,the bhir is very good.
1060,The stench is very good.,Tollygunge,Positive,Hygiene,97.5%,06:55 PM,the stench is very good.
1061,The flyover is very good.,Sector V,Positive,Roads,95.6%,06:55 PM,the flyover is very good.
1062,The divider is extremely bad.,Newtown,Negative,Roads,96.1%,06:55 PM,the divider is extremely bad.
1063,The raasta is very good.,Behala,Positive,Roads,97.4%,06:55 PM,the raasta is very good.
1064,The protection is very good. . The rickshaw is very good.,Newtown,Positive,"Safety,Transit",98.1%,06:55 PM,the protection is very good. . the rickshaw is very good.
1065,The metro is very good.,Garia,Positive,Transit,99.7%,06:55 PM,the metro is very good.
1066,The unnoto is extremely bad.,Behala,Negative,Roads,99.6%,06:55 PM,the unnoto is extremely bad.
1067,The churi is very good. . The shuttle is very good.,Newtown,Positive,"Safety,Transit",99.6%,06:55 PM,the churi is very good. . the shuttle is very good.
1068,The cleanliness is extremely bad.,Lake Town,Negative,Hygiene,97.5%,06:55 PM,the cleanliness is extremely bad.
1069,The auto is extremely bad. . The dustbin is extremely bad.,Garia,Negative,"Transit,Hygiene",95.6%,06:55 PM,the auto is extremely bad. . the dustbin is extremely bad.
1070,The safai is very good.,Jadavpur,Positive,Hygiene,96.2%,06:55 PM,the safai is very good.
1071,The path is extremely bad.,Salt Lake,Negative,Roads,98.3%,06:55 PM,the path is extremely bad.
1072,The bridge is very good. . The bhir is very good.,Behala,Positive,"Roads,Transit",97.0%,06:55 PM,the bridge is very good. . the bhir is very good.
1073,The badhu is extremely bad. . The bus is extremely bad.,Salt Lake,Negative,"Hygiene,Transit",99.5%,06:55 PM,the badhu is extremely bad. . the bus is extremely bad.
1074,The shuttle is extremely bad. . The alo is extremely bad.,Dum Dum,Negative,"Transit,Safety",98.2%,06:55 PM,the shuttle is extremely bad. . the alo is extremely bad.
1075,The road is extremely bad. . The metro is extremely bad.,Newtown,Negative,"Roads,Transit",97.3%,06:55 PM,the road is extremely bad. . the metro is extremely bad.
1076,The police is very good.,Jadavpur,Positive,Safety,97.6%,06:55 PM,the police is very good.
1077,The swachh is extremely bad.,Newtown,Negative,Hygiene,96.8%,06:55 PM,the swachh is extremely bad.
1078,The moila is extremely bad.,Sector V,Negative,Hygiene,98.8%,06:55 PM,the moila is extremely bad.
1079,The toto is extremely bad. . The police is extremely bad.,Lake Town,Negative,"Transit,Safety",98.4%,06:55 PM,the toto is extremely bad. . the police is extremely bad.
1080,The protection is very good.,Kestopur,Positive,Safety,96.6%,06:55 PM,the protection is very good.
1081,The auto is very good.,Behala,Positive,Transit,98.4%,06:55 PM,the auto is very good.
1082,The rickshaw is very good.,Newtown,Positive,Transit,97.5%,06:55 PM,the rickshaw is very good.
1083,The gaadi is very good.,Behala,Positive,Transit,97.5%,06:55 PM,the gaadi is very good.
1084,The kachra is very good.,Newtown,Positive,Hygiene,94.7%,06:55 PM,the kachra is very good.
1085,The nikashi is very good.,Tollygunge,Positive,Hygiene,95.4%,06:55 PM,the nikashi is very good.
1086,The metro is very good. . The cctv is very good. . The dustbin is very good.,Sector V,Positive,"Transit,Safety,Hygiene",98.1%,06:55 PM,the metro is very good. . the cctv is very good. . the dustbin is very good.
1087,The divider is extremely bad. . The bhoy is extremely bad.,Behala,Negative,"Roads,Safety",96.0%,06:55 PM,the divider is extremely bad. . the bhoy is extremely bad.
1088,The naali is very good. . The dar is very good.,Dum Dum,Positive,"Hygiene,Safety",94.1%,06:55 PM,the naali is very good. . the dar is very good.
1089,The dakat is extremely bad. . The stench is extremely bad.,Newtown,Negative,"Safety,Hygiene",97.6%,06:55 PM,the dakat is extremely bad. . the stench is extremely bad.
1090,The sarak is very good. . The nikashi is very good. . The ondhokar is very good.,Kestopur,Positive,"Roads,Hygiene,Safety",96.7%,06:55 PM,the sarak is very good. . the nikashi is very good. . the ondhokar is very good.
1091,The khana khondko is extremely bad.,Lake Town,Negative,Roads,99.6%,06:55 PM,the khana khondko is extremely bad.
1092,The pavement is extremely bad. . The yatayat is extremely bad.,Lake Town,Negative,"Roads,Transit",97.0%,06:55 PM,the pavement is extremely bad. . the yatayat is extremely bad.
1093,The stench is very good.,Behala,Positive,Hygiene,96.7%,06:55 PM,the stench is very good.
1094,The safe is very good.,Newtown,Positive,Safety,96.6%,06:55 PM,the safe is very good.
1095,The raasta is extremely bad.,Dum Dum,Negative,Roads,94.4%,06:55 PM,the raasta is extremely bad.
1096,The divider is very good.,Kestopur,Positive,Roads,97.6%,06:55 PM,the divider is very good.
1097,The gorto is extremely bad. . The bus is extremely bad.,Tollygunge,Negative,"Roads,Transit",96.2%,06:55 PM,the gorto is extremely bad. . the bus is extremely bad.
1098,The nordoma is extremely bad. . The raksha is extremely bad.,Dum Dum,Negative,"Hygiene,Safety",96.5%,06:55 PM,the nordoma is extremely bad. . the raksha is extremely bad.
1099,The raksha is very good.,Garia,Positive,Safety,98.1%,06:55 PM,the raksha is very good.
1100,The yatayat is extremely bad. . The drain is extremely bad.,Salt Lake,Negative,"Transit,Hygiene",94.1%,06:55 PM,the yatayat is extremely bad. . the drain is extremely bad.
1101,The bhir is very good.,Lake Town,Positive,Transit,99.3%,06:55 PM,the bhir is very good.
1102,The dar is extremely bad.,Jadavpur,Negative,Safety,98.4%,06:55 PM,the dar is extremely bad.
1103,The pavement is very good. . The cctv is very good.,Behala,Positive,"Roads,Safety",98.8%,06:55 PM,the pavement is very good. . the cctv is very good.
1104,The badhu is extremely bad.,Salt Lake,Negative,Hygiene,97.2%,06:55 PM,the badhu is extremely bad.
1105,The kachra is extremely bad.,Salt Lake,Negative,Hygiene,96.0%,06:55 PM,the kachra is extremely bad.
1106,The traffic is very good. . The khof is very good. . The kudedan is very good.,Salt Lake,Positive,"Transit,Safety,Hygiene",96.3%,06:55 PM,the traffic is very good. . the khof is very good. . the kudedan is very good.
1107,The yatayat is very good. . The lane is very good.,Newtown,Positive,"Transit,Roads",95.4%,06:55 PM,the yatayat is very good. . the lane is very good.
1108,The path is very good.,Behala,Positive,Roads,97.4%,06:55 PM,the path is very good.
1109,The kachra is very good. . The bus is very good.,Garia,Positive,"Hygiene,Transit",98.3%,06:55 PM,the kachra is very good. . the bus is very good.
1110,The pavement is extremely bad. . The nordoma is extremely bad. . The safe is extremely bad.,Tollygunge,Negative,"Roads,Hygiene,Safety",97.2%,06:55 PM,the pavement is extremely bad. . the nordoma is extremely bad. . the safe is extremely bad.
1111,The kachra is extremely bad.,Jadavpur,Negative,Hygiene,98.5%,06:55 PM,the kachra is extremely bad.
1112,The swachh is very good. . The gorto is very good. . The andhera is very good.,Newtown,Positive,"Hygiene,Roads,Safety",95.7%,06:55 PM,the swachh is very good. . the gorto is very good. . the andhera is very good.
1113,The stench is extremely bad.,Lake Town,Negative,Hygiene,94.2%,06:55 PM,the stench is extremely bad.
1114,The kudedan is extremely bad. . The bhid is extremely bad. . The raston is extremely bad.,Kestopur,Negative,"Hygiene,Transit,Roads",99.1%,06:55 PM,the kudedan is extremely bad. . the bhid is extremely bad. . the raston is extremely bad.
1115,The shuttle is extremely bad.,Salt Lake,Negative,Transit,98.6%,06:55 PM,the shuttle is extremely bad.
1116,The congestion is extremely bad. . The khana khondko is extremely bad.,Salt Lake,Negative,"Transit,Roads",94.9%,06:55 PM,the congestion is extremely bad. . the khana khondko is extremely bad.
1117,The moila is very good.,Newtown,Positive,Hygiene,99.2%,06:55 PM,the moila is very good.
1118,The traffic is very good. . The gully is very good.,Dum Dum,Positive,"Transit,Roads",98.3%,06:55 PM,the traffic is very good. . the gully is very good.
1119,The toto is extremely bad. . The badhu is extremely bad.,Lake Town,Negative,"Transit,Hygiene",96.5%,06:55 PM,the toto is extremely bad. . the badhu is extremely bad.
1120,The traffic is extremely bad. . The rasta is extremely bad.,Behala,Negative,"Transit,Roads",97.9%,06:55 PM,the traffic is extremely bad. . the rasta is extremely bad.
1121,The ganda is extremely bad. . The police is extremely bad.,Garia,Negative,"Hygiene,Safety",94.6%,06:55 PM,the ganda is extremely bad. . the police is extremely bad.
1122,The traffic is very good.,Behala,Positive,Transit,96.8%,06:55 PM,the traffic is very good.
1123,The auto is extremely bad.,Newtown,Negative,Transit,94.8%,06:55 PM,the auto is extremely bad.
1124,The sadak is extremely bad. . The ondhokar is extremely bad.,Behala,Negative,"Roads,Safety",95.9%,06:55 PM,the sadak is extremely bad. . the ondhokar is extremely bad.
1125,The kachra is very good.,Jadavpur,Positive,Hygiene,97.8%,06:55 PM,the kachra is very good.
1126,The congestion is extremely bad. . The pul is extremely bad.,Sector V,Negative,"Transit,Roads",98.5%,06:55 PM,the congestion is extremely bad. . the pul is extremely bad.
1127,The stench is very good.,Newtown,Positive,Hygiene,96.6%,06:55 PM,the stench is very good.
1128,The gandagi is extremely bad.,Kestopur,Negative,Hygiene,95.0%,06:55 PM,the gandagi is extremely bad.
1129,The suraksha is very good. . The lane is very good. . The nikashi is very good.,Sector V,Positive,"Safety,Roads,Hygiene",99.8%,06:55 PM,the suraksha is very good. . the lane is very good. . the nikashi is very good.
1130,The khana khondko is very good.,Tollygunge,Positive,Roads,99.6%,06:55 PM,the khana khondko is very good.
1131,The phari is very good. . The drain is very good.,Salt Lake,Positive,"Safety,Hygiene",98.8%,06:55 PM,the phari is very good. . the drain is very good.
1132,The nikashi is very good.,Lake Town,Positive,Hygiene,99.3%,06:55 PM,the nikashi is very good.
1133,The aborjna is extremely bad.,Garia,Negative,Hygiene,98.7%,06:55 PM,the aborjna is extremely bad.
1134,The nongra is extremely bad. . The gully is extremely bad.,Behala,Negative,"Hygiene,Roads",99.4%,06:55 PM,the nongra is extremely bad. . the gully is extremely bad.
1135,The sarak is very good.,Newtown,Positive,Roads,94.6%,06:55 PM,the sarak is very good.
1136,The rickshaw is extremely bad.,Newtown,Negative,Transit,94.7%,06:55 PM,the rickshaw is extremely bad.
1137,The naali is extremely bad. . The secure is extremely bad. . The metro is extremely bad.,Lake Town,Negative,"Hygiene,Safety,Transit",99.9%,06:55 PM,the naali is extremely bad. . the secure is extremely bad. . the metro is extremely bad.
1138,The raasta is very good.,Sector V,Positive,Roads,95.7%,06:55 PM,the raasta is very good.
1139,The traffic is extremely bad.,Sector V,Negative,Transit,97.6%,06:55 PM,the traffic is extremely bad.
1140,The protection is very good.,Sector V,Positive,Safety,95.5%,06:55 PM,the protection is very good.
1141,The pothole is extremely bad.,Dum Dum,Negative,Roads,97.7%,06:55 PM,the pothole is extremely bad.
1142,The cctv is extremely bad.,Kestopur,Negative,Safety,97.5%,06:55 PM,the cctv is extremely bad.
1143,The kaada is very good. . The bus is very good.,Kestopur,Positive,"Roads,Transit",94.5%,06:55 PM,the kaada is very good. . the bus is very good.
1144,The waste is very good.,Tollygunge,Positive,Hygiene,94.9%,06:55 PM,the waste is very good.
1145,The nirapotta is extremely bad.,Lake Town,Negative,Safety,99.5%,06:55 PM,the nirapotta is extremely bad.
1146,The traffic is very good.,Dum Dum,Positive,Transit,98.3%,06:55 PM,the traffic is very good.
1147,The secure is very good. . The path is very good.,Kestopur,Positive,"Safety,Roads",98.9%,06:55 PM,the secure is very good. . the path is very good.
1148,The andhera is very good.,Sector V,Positive,Safety,95.3%,06:55 PM,the andhera is very good.
1149,The sanitation is extremely bad. . The gully is extremely bad. . The safe is extremely bad.,Salt Lake,Negative,"Hygiene,Roads,Safety",95.8%,06:55 PM,the sanitation is extremely bad. . the gully is extremely bad. . the safe is extremely bad.
1150,The police is extremely bad.,Kestopur,Negative,Safety,98.7%,06:55 PM,the police is extremely bad.
